ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,150,156,180,5,80,-6,-6,2185,0,-643
1,150,155,180,5,80,-5,-5,2180,1,-384
1,150,154,180,5,80,-4,-4,2176,1,-205
1,150,153,180,5,80,-3,-3,2173,1,-26
1,150,152,180,5,80,-2,-2,2171,1,154
1,150,152,180,5,80,-2,-2,2169,0,73
1,150,151,180,5,80,-1,-1,2168,1,333
1,150,150,180,5,80,0,0,2168,1,513
1,150,151,180,5,80,-1,-1,2167,-1,173
1,150,151,180,5,80,-1,-1,2166,0,253
1,150,152,180,5,80,-2,-2,2164,-1,-8
1,150,154,180,5,80,-4,-4,2160,-2,-448
1,150,155,180,5,80,-5,-5,2155,-1,-549
1,150,155,180,5,80,-5,-5,2150,0,-470
1,150,155,180,5,80,-5,-5,2145,0,-471
1,150,155,180,5,80,-5,-5,2140,0,-472
1,150,154,180,5,80,-4,-4,2136,1,-213
1,150,154,180,5,80,-4,-4,2132,0,-294
1,150,153,180,5,80,-3,-3,2129,1,-35
1,150,152,180,5,80,-2,-2,2127,1,145
1,150,151,180,5,80,-1,-1,2126,1,325
1,150,150,180,5,80,0,0,2126,1,505
1,150,150,180,5,80,0,0,2126,0,425
1,150,150,180,5,80,0,0,2126,0,425
1,150,151,180,5,80,-1,-1,2125,-1,165
1,150,152,180,5,80,-2,-2,2123,-1,-16
1,150,153,180,5,80,-3,-3,2120,-1,-196
1,150,154,180,5,80,-4,-4,2116,-1,-377
1,150,155,180,5,80,-5,-5,2111,-1,-558
1,150,155,180,5,80,-5,-5,2106,0,-479
1,150,155,180,5,80,-5,-5,2101,0,-480
1,150,154,180,5,80,-4,-4,2097,1,-221
1,150,154,180,5,80,-4,-4,2093,0,-302
1,150,152,180,5,80,-2,-2,2091,2,218
1,150,152,180,5,80,-2,-2,2089,0,57
1,150,151,180,5,80,-1,-1,2088,1,317
1,150,151,180,5,80,-1,-1,2087,0,237
1,150,151,180,5,80,-1,-1,2086,0,237
1,150,152,180,5,80,-2,-2,2084,-1,-24
1,150,153,180,5,80,-3,-3,2081,-1,-204
1,150,154,180,5,80,-4,-4,2077,-1,-385
1,150,154,180,5,80,-4,-4,2073,0,-306
1,150,154,180,5,80,-4,-4,2069,0,-307
1,150,154,180,5,80,-4,-4,2065,0,-307
1,150,153,180,5,80,-3,-3,2062,1,-48
1,150,153,180,5,80,-3,-3,2059,0,-129
1,150,152,180,5,80,-2,-2,2057,1,131
1,150,151,180,5,80,-1,-1,2056,1,311
1,150,150,180,5,80,0,0,2056,1,491
1,150,150,180,5,80,0,0,2056,0,411
1,150,150,180,5,80,0,0,2056,0,411
1,150,151,180,5,80,-1,-1,2055,-1,151
1,150,152,180,5,80,-2,-2,2053,-1,-30
1,150,153,180,5,80,-3,-3,2050,-1,-210
1,150,154,180,5,80,-4,-4,2046,-1,-391
