ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,125,23,150,50,0,102,102,10200,102,15300
1,125,23,150,50,0,102,102,20400,0,15300
1,125,23,150,50,0,102,102,30600,0,15300
1,125,24,150,50,0,101,101,40700,-1,15150
1,125,26,150,50,0,99,99,50600,-2,14850
1,125,28,150,50,0,97,97,60300,-2,14550
1,125,31,150,50,0,94,94,69700,-3,14100
1,125,33,150,50,0,92,92,78900,-2,13800
1,125,37,150,50,0,88,88,87700,-4,13200
1,125,39,150,50,0,86,86,96300,-2,12900
1,125,42,150,50,0,83,83,104600,-3,12450
1,125,45,150,50,0,80,80,112600,-3,12000
1,125,48,150,50,0,77,77,120300,-3,11550
1,125,52,150,50,0,73,73,127600,-4,10950
1,125,55,150,50,0,70,70,134600,-3,10500
1,125,58,150,50,0,67,67,141300,-3,10050
1,125,60,150,50,0,65,65,147800,-2,9750
1,125,65,150,50,0,60,60,153800,-5,9000
1,125,68,150,50,0,57,57,159500,-3,8550
1,125,71,150,50,0,54,54,164900,-3,8100
1,125,73,150,50,0,52,52,170100,-2,7800
1,125,76,150,50,0,49,49,175000,-3,7350
1,125,80,150,50,0,45,45,179500,-4,6750
1,125,83,150,50,0,42,42,183700,-3,6300
1,125,86,150,50,0,39,39,187600,-3,5850
1,125,88,150,50,0,37,37,191300,-2,5550
1,125,92,150,50,0,33,33,194600,-4,4950
1,125,95,150,50,0,30,30,197600,-3,4500
1,125,97,150,50,0,28,28,200400,-2,4200
1,125,100,150,50,0,25,25,202900,-3,3750
1,125,102,150,50,0,23,23,205200,-2,3450
1,125,106,150,50,0,19,19,207100,-4,2850
1,125,108,150,50,0,17,17,208800,-2,2550
1,125,110,150,50,0,15,15,210300,-2,2250
1,125,113,150,50,0,12,12,211500,-3,1800
1,125,116,150,50,0,9,9,212400,-3,1350
1,125,118,150,50,0,7,7,213100,-2,1050
1,125,120,150,50,0,5,5,213600,-2,750
1,125,123,150,50,0,2,2,213800,-3,300
1,125,125,150,50,0,0,0,213800,-2,0
1,125,128,150,50,0,-3,-3,213500,-3,-450
1,125,130,150,50,0,-5,-5,213000,-2,-750
1,125,131,150,50,0,-6,-6,212400,-1,-900
1,125,132,150,50,0,-7,-7,211700,-1,-1050
1,125,132,150,50,0,-7,-7,211000,0,-1050
1,125,132,150,50,0,-7,-7,210300,0,-1050
1,125,132,150,50,0,-7,-7,209600,0,-1050
1,125,131,150,50,0,-6,-6,209000,1,-900
1,125,131,150,50,0,-6,-6,208400,0,-900
1,125,130,150,50,0,-5,-5,207900,1,-750
1,125,129,150,50,0,-4,-4,207500,1,-600
1,125,129,150,50,0,-4,-4,207100,0,-600
1,125,128,150,50,0,-3,-3,206800,1,-450
1,125,127,150,50,0,-2,-2,206600,1,-300
1,125,126,150,50,0,-1,-1,206500,1,-150
1,125,125,150,50,0,0,0,206500,1,0
1,125,124,150,50,0,1,1,206600,1,150
1,125,123,150,50,0,2,2,206800,1,300
1,125,122,150,50,0,3,3,207100,1,450
1,125,122,150,50,0,3,3,207400,0,450
1,125,123,150,50,0,2,2,207600,-1,300
1,125,124,150,50,0,1,1,207700,-1,150
1,125,125,150,50,0,0,0,207700,-1,0
1,125,127,150,50,0,-2,-2,207500,-2,-300
1,125,129,150,50,0,-4,-4,207100,-2,-600
1,125,129,150,50,0,-4,-4,206700,0,-600
1,125,130,150,50,0,-5,-5,206200,-1,-750
1,125,130,150,50,0,-5,-5,205700,0,-750
1,125,130,150,50,0,-5,-5,205200,0,-750
1,125,129,150,50,0,-4,-4,204800,1,-600
1,125,129,150,50,0,-4,-4,204400,0,-600
1,125,128,150,50,0,-3,-3,204100,1,-450
1,125,127,150,50,0,-2,-2,203900,1,-300
1,125,126,150,50,0,-1,-1,203800,1,-150
1,125,125,150,50,0,0,0,203800,1,0
1,125,124,150,50,0,1,1,203900,1,150
1,125,123,150,50,0,2,2,204100,1,300
1,125,123,150,50,0,2,2,204300,0,300
