ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,120,122,240,90,150,-2,-2,2037,-1,-608
1,120,122,240,90,150,-2,-2,2035,0,-458
1,120,123,240,90,150,-3,-3,2032,-1,-848
1,120,123,240,90,150,-3,-3,2029,0,-698
1,120,122,240,90,150,-2,-2,2027,1,-308
1,120,122,240,90,150,-2,-2,2025,0,-458
1,120,122,240,90,150,-2,-2,2023,0,-458
1,120,121,240,90,150,-1,-1,2022,1,-68
1,120,120,240,90,150,0,0,2022,1,172
1,120,119,240,90,150,1,1,2023,1,412
1,120,119,240,90,150,1,1,2024,0,262
1,120,119,240,90,150,1,1,2025,0,262
1,120,119,240,90,150,1,1,2026,0,262
1,120,120,240,90,150,0,0,2026,-1,-128
1,120,121,240,90,150,-1,-1,2025,-1,-368
1,120,122,240,90,150,-2,-2,2023,-1,-608
1,120,123,240,90,150,-3,-3,2020,-1,-848
1,120,123,240,90,150,-3,-3,2017,0,-698
1,120,123,240,90,150,-3,-3,2014,0,-698
1,120,123,240,90,150,-3,-3,2011,0,-698
1,120,123,240,90,150,-3,-3,2008,0,-698
1,120,122,240,90,150,-2,-2,2006,1,-308
1,120,121,240,90,150,-1,-1,2005,1,-68
1,120,121,240,90,150,-1,-1,2004,0,-218
1,120,120,240,90,150,0,0,2004,1,172
1,120,119,240,90,150,1,1,2005,1,412
1,120,119,240,90,150,1,1,2006,0,262
1,120,119,240,90,150,1,1,2007,0,262
1,120,119,240,90,150,1,1,2008,0,262
