ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,50,42,200,0,0,8,8,8,8,1600
1,50,42,200,0,0,8,8,16,0,1600
1,50,41,200,0,0,9,9,25,1,1800
1,50,41,200,0,0,9,9,34,0,1800
1,50,41,200,0,0,9,9,43,0,1800
1,50,41,200,0,0,9,9,52,0,1800
1,50,41,200,0,0,9,9,61,0,1800
1,50,41,200,0,0,9,9,70,0,1800
1,50,41,200,0,0,9,9,79,0,1800
1,50,41,200,0,0,9,9,88,0,1800
1,50,41,200,0,0,9,9,97,0,1800
1,50,41,200,0,0,9,9,106,0,1800
1,50,41,200,0,0,9,9,115,0,1800
1,50,41,200,0,0,9,9,124,0,1800
1,50,41,200,0,0,9,9,133,0,1800
1,50,41,200,0,0,9,9,142,0,1800
1,50,42,200,0,0,8,8,150,-1,1600
1,50,42,200,0,0,8,8,158,0,1600
1,50,42,200,0,0,8,8,166,0,1600
1,50,42,200,0,0,8,8,174,0,1600
1,50,42,200,0,0,8,8,182,0,1600
1,50,43,200,0,0,7,7,189,-1,1400
1,50,43,200,0,0,7,7,196,0,1400
1,50,43,200,0,0,7,7,203,0,1400
1,50,43,200,0,0,7,7,210,0,1400
1,50,43,200,0,0,7,7,217,0,1400
1,50,43,200,0,0,7,7,224,0,1400
1,50,44,200,0,0,6,6,230,-1,1200
1,50,44,200,0,0,6,6,236,0,1200
1,50,44,200,0,0,6,6,242,0,1200
1,50,44,200,0,0,6,6,248,0,1200
1,50,44,200,0,0,6,6,254,0,1200
1,50,45,200,0,0,5,5,259,-1,1000
1,50,45,200,0,0,5,5,264,0,1000
1,50,45,200,0,0,5,5,269,0,1000
1,50,45,200,0,0,5,5,274,0,1000
1,50,45,200,0,0,5,5,279,0,1000
1,50,45,200,0,0,5,5,284,0,1000
1,50,45,200,0,0,5,5,289,0,1000
1,50,46,200,0,0,4,4,293,-1,800
1,50,46,200,0,0,4,4,297,0,800
1,50,46,200,0,0,4,4,301,0,800
1,50,46,200,0,0,4,4,305,0,800
1,50,46,200,0,0,4,4,309,0,800
1,50,46,200,0,0,4,4,313,0,800
1,50,46,200,0,0,4,4,317,0,800
1,50,46,200,0,0,4,4,321,0,800
1,50,47,200,0,0,3,3,324,-1,600
1,50,47,200,0,0,3,3,327,0,600
1,50,47,200,0,0,3,3,330,0,600
1,50,47,200,0,0,3,3,333,0,600
1,50,47,200,0,0,3,3,336,0,600
1,50,47,200,0,0,3,3,339,0,600
1,50,47,200,0,0,3,3,342,0,600
1,50,47,200,0,0,3,3,345,0,600
1,50,47,200,0,0,3,3,348,0,600
1,50,47,200,0,0,3,3,351,0,600
1,50,48,200,0,0,2,2,353,-1,400
1,50,48,200,0,0,2,2,355,0,400
1,50,48,200,0,0,2,2,357,0,400
1,50,48,200,0,0,2,2,359,0,400
1,50,48,200,0,0,2,2,361,0,400
1,50,48,200,0,0,2,2,363,0,400
1,50,48,200,0,0,2,2,365,0,400
1,50,48,200,0,0,2,2,367,0,400
1,50,48,200,0,0,2,2,369,0,400
1,50,48,200,0,0,2,2,371,0,400
1,50,48,200,0,0,2,2,373,0,400
1,50,48,200,0,0,2,2,375,0,400
1,50,49,200,0,0,1,1,376,-1,200
1,50,49,200,0,0,1,1,377,0,200
1,50,49,200,0,0,1,1,378,0,200
1,50,49,200,0,0,1,1,379,0,200
1,50,49,200,0,0,1,1,380,0,200
1,50,49,200,0,0,1,1,381,0,200
1,50,49,200,0,0,1,1,382,0,200
1,50,49,200,0,0,1,1,383,0,200
1,50,49,200,0,0,1,1,384,0,200
1,50,49,200,0,0,1,1,385,0,200
1,50,49,200,0,0,1,1,386,0,200
1,50,49,200,0,0,1,1,387,0,200
1,50,49,200,0,0,1,1,388,0,200
1,50,49,200,0,0,1,1,389,0,200
1,50,49,200,0,0,1,1,390,0,200
1,50,49,200,0,0,1,1,391,0,200
1,50,49,200,0,0,1,1,392,0,200
1,50,49,200,0,0,1,1,393,0,200
1,50,49,200,0,0,1,1,394,0,200
1,50,49,200,0,0,1,1,395,0,200
1,50,50,200,0,0,0,0,395,-1,0
1,50,50,200,0,0,0,0,395,0,0
1,50,49,200,0,0,1,1,396,1,200
1,50,49,200,0,0,1,1,397,0,200
1,50,49,200,0,0,1,1,398,0,200
1,50,50,200,0,0,0,0,398,-1,0
1,50,50,200,0,0,0,0,398,0,0
1,50,49,200,0,0,1,1,399,1,200
1,50,49,200,0,0,1,1,400,0,200
1,50,49,200,0,0,1,1,401,0,200
1,50,49,200,0,0,1,1,402,0,200
1,50,49,200,0,0,1,1,403,0,200
1,50,49,200,0,0,1,1,404,0,200
1,50,49,200,0,0,1,1,405,0,200
1,50,49,200,0,0,1,1,406,0,200
1,50,49,200,0,0,1,1,407,0,200
1,50,49,200,0,0,1,1,408,0,200
1,50,49,200,0,0,1,1,409,0,200
1,50,49,200,0,0,1,1,410,0,200
1,50,49,200,0,0,1,1,411,0,200
1,50,49,200,0,0,1,1,412,0,200
1,50,49,200,0,0,1,1,413,0,200
1,50,49,200,0,0,1,1,414,0,200
1,50,49,200,0,0,1,1,415,0,200
1,50,49,200,0,0,1,1,416,0,200
1,50,50,200,0,0,0,0,416,-1,0
1,50,50,200,0,0,0,0,416,0,0
1,50,50,200,0,0,0,0,416,0,0
1,50,50,200,0,0,0,0,416,0,0
1,50,49,200,0,0,1,1,417,1,200
1,50,49,200,0,0,1,1,418,0,200
1,50,49,200,0,0,1,1,419,0,200
1,50,49,200,0,0,1,1,420,0,200
1,50,49,200,0,0,1,1,421,0,200
1,50,49,200,0,0,1,1,422,0,200
1,50,49,200,0,0,1,1,423,0,200
1,50,49,200,0,0,1,1,424,0,200
1,50,49,200,0,0,1,1,425,0,200
1,50,49,200,0,0,1,1,426,0,200
1,50,49,200,0,0,1,1,427,0,200
1,50,49,200,0,0,1,1,428,0,200
1,50,49,200,0,0,1,1,429,0,200
1,50,49,200,0,0,1,1,430,0,200
1,50,49,200,0,0,1,1,431,0,200
1,50,49,200,0,0,1,1,432,0,200
1,50,50,200,0,0,0,0,432,-1,0
1,50,50,200,0,0,0,0,432,0,0
1,50,50,200,0,0,0,0,432,0,0
1,50,49,200,0,0,1,1,433,1,200
1,50,50,200,0,0,0,0,433,-1,0
1,50,49,200,0,0,1,1,434,1,200
1,50,49,200,0,0,1,1,435,0,200
1,50,49,200,0,0,1,1,436,0,200
1,50,49,200,0,0,1,1,437,0,200
