ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,45,18,200,100,170,27,27,27,27,9990
1,45,18,200,100,170,27,27,54,0,5400
1,45,18,200,100,170,27,27,81,0,5400
1,45,18,200,100,170,27,27,108,0,5401
1,45,18,200,100,170,27,27,135,0,5401
1,45,18,200,100,170,27,27,162,0,5401
1,45,18,200,100,170,27,27,189,0,5401
1,45,18,200,100,170,27,27,216,0,5402
1,45,18,200,100,170,27,27,243,0,5402
1,45,18,200,100,170,27,27,270,0,5402
1,45,18,200,100,170,27,27,297,0,5402
1,45,18,200,100,170,27,27,324,0,5403
1,45,18,200,100,170,27,27,351,0,5403
1,45,18,200,100,170,27,27,378,0,5403
1,45,18,200,100,170,27,27,405,0,5404
1,45,18,200,100,170,27,27,432,0,5404
1,45,18,200,100,170,27,27,459,0,5404
1,45,18,200,100,170,27,27,486,0,5404
1,45,18,200,100,170,27,27,513,0,5405
1,45,18,200,100,170,27,27,540,0,5405
1,45,17,200,100,170,28,28,568,1,5775
1,45,17,200,100,170,28,28,596,0,5605
1,45,17,200,100,170,28,28,624,0,5606
1,45,17,200,100,170,28,28,652,0,5606
1,45,17,200,100,170,28,28,680,0,5606
1,45,17,200,100,170,28,28,708,0,5607
1,45,17,200,100,170,28,28,736,0,5607
1,45,17,200,100,170,28,28,764,0,5607
1,45,17,200,100,170,28,28,792,0,5607
1,45,17,200,100,170,28,28,820,0,5608
1,45,17,200,100,170,28,28,848,0,5608
1,45,17,200,100,170,28,28,876,0,5608
1,45,17,200,100,170,28,28,904,0,5609
1,45,17,200,100,170,28,28,932,0,5609
1,45,17,200,100,170,28,28,960,0,5609
1,45,17,200,100,170,28,28,988,0,5609
1,45,17,200,100,170,28,28,1016,0,5610
1,45,17,200,100,170,28,28,1044,0,5610
1,45,17,200,100,170,28,28,1072,0,5610
1,45,17,200,100,170,28,28,1100,0,5611
1,45,17,200,100,170,28,28,1128,0,5611
