ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,100,35,180,5,80,65,65,65,65,16913
1,100,35,180,5,80,65,65,130,0,11726
1,100,35,180,5,80,65,65,195,0,11739
1,100,35,180,5,80,65,65,260,0,11752
1,100,37,180,5,80,63,63,323,-2,11244
1,100,39,180,5,80,61,61,384,-2,10896
1,100,41,180,5,80,59,59,443,-2,10548
1,100,43,180,5,80,57,57,500,-2,10200
1,100,45,180,5,80,55,55,555,-2,9851
1,100,47,180,5,80,53,53,608,-2,9501
1,100,50,180,5,80,50,50,658,-3,8891
1,100,52,180,5,80,48,48,706,-2,8621
1,100,54,180,5,80,46,46,752,-2,8270
1,100,56,180,5,80,44,44,796,-2,7919
1,100,60,180,5,80,40,40,836,-4,7047
1,100,62,180,5,80,38,38,874,-2,6854
1,100,64,180,5,80,36,36,910,-2,6502
1,100,66,180,5,80,34,34,944,-2,6148
1,100,69,180,5,80,31,31,975,-3,5535
1,100,72,180,5,80,28,28,1003,-3,5000
1,100,74,180,5,80,26,26,1029,-2,4725
1,100,77,180,5,80,23,23,1052,-3,4110
1,100,79,180,5,80,21,21,1073,-2,3834
1,100,82,180,5,80,18,18,1091,-3,3218
1,100,84,180,5,80,16,16,1107,-2,2941
1,100,87,180,5,80,13,13,1120,-3,2324
1,100,89,180,5,80,11,11,1131,-2,2046
1,100,91,180,5,80,9,9,1140,-2,1688
1,100,94,180,5,80,6,6,1146,-3,1069
1,100,96,180,5,80,4,4,1150,-2,790
1,100,99,180,5,80,1,1,1151,-3,170
1,100,101,180,5,80,-1,-1,1150,-2,-110
1,100,104,180,5,80,-4,-4,1146,-3,-731
1,100,106,180,5,80,-6,-6,1140,-2,-1012
1,100,107,180,5,80,-7,-7,1133,-1,-1114
1,100,108,180,5,80,-8,-8,1125,-1,-1295
1,100,108,180,5,80,-8,-8,1117,0,-1217
1,100,108,180,5,80,-8,-8,1109,0,-1219
1,100,108,180,5,80,-8,-8,1101,0,-1220
1,100,108,180,5,80,-8,-8,1093,0,-1222
1,100,108,180,5,80,-8,-8,1085,0,-1223
1,100,107,180,5,80,-7,-7,1078,1,-965
