ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,40,220,140,170,0,0,0,0,0
1,40,39,220,140,170,1,1,1,1,390
1,40,39,220,140,170,1,1,2,0,220
1,40,39,220,140,170,1,1,3,0,220
1,40,39,220,140,170,1,1,4,0,220
1,40,39,220,140,170,1,1,5,0,220
1,40,39,220,140,170,1,1,6,0,220
1,40,39,220,140,170,1,1,7,0,220
1,40,39,220,140,170,1,1,8,0,220
1,40,39,220,140,170,1,1,9,0,220
1,40,39,220,140,170,1,1,10,0,220
1,40,40,220,140,170,0,0,10,-1,-170
1,40,40,220,140,170,0,0,10,0,0
1,40,40,220,140,170,0,0,10,0,0
1,40,40,220,140,170,0,0,10,0,0
1,40,40,220,140,170,0,0,10,0,0
1,40,40,220,140,170,0,0,10,0,0
1,40,40,220,140,170,0,0,10,0,0
1,40,40,220,140,170,0,0,10,0,0
1,40,40,220,140,170,0,0,10,0,0
1,40,41,220,140,170,-1,-1,9,-1,-390
1,40,40,220,140,170,0,0,9,1,170
1,40,40,220,140,170,0,0,9,0,0
1,40,40,220,140,170,0,0,9,0,0
1,40,41,220,140,170,-1,-1,8,-1,-390
1,40,41,220,140,170,-1,-1,7,0,-220
1,40,41,220,140,170,-1,-1,6,0,-220
1,40,41,220,140,170,-1,-1,5,0,-220
1,40,41,220,140,170,-1,-1,4,0,-220
1,40,41,220,140,170,-1,-1,3,0,-220
1,40,41,220,140,170,-1,-1,2,0,-220
1,40,41,220,140,170,-1,-1,1,0,-220
1,40,41,220,140,170,-1,-1,0,0,-220
1,40,41,220,140,170,-1,-1,-1,0,-220
1,40,40,220,140,170,0,0,-1,1,170
1,40,40,220,140,170,0,0,-1,0,0
1,40,40,220,140,170,0,0,-1,0,0
1,40,41,220,140,170,-1,-1,-2,-1,-390
1,40,41,220,140,170,-1,-1,-3,0,-220
1,40,41,220,140,170,-1,-1,-4,0,-220
1,40,41,220,140,170,-1,-1,-5,0,-220
1,40,41,220,140,170,-1,-1,-6,0,-220
1,40,41,220,140,170,-1,-1,-7,0,-220
1,40,41,220,140,170,-1,-1,-8,0,-220
1,40,40,220,140,170,0,0,-8,1,170
1,40,40,220,140,170,0,0,-8,0,0
1,40,40,220,140,170,0,0,-8,0,0
1,40,41,220,140,170,-1,-1,-9,-1,-390
1,40,41,220,140,170,-1,-1,-10,0,-220
1,40,41,220,140,170,-1,-1,-11,0,-220
1,40,41,220,140,170,-1,-1,-12,0,-220
1,40,41,220,140,170,-1,-1,-13,0,-220
1,40,41,220,140,170,-1,-1,-14,0,-220
1,40,41,220,140,170,-1,-1,-15,0,-220
1,40,41,220,140,170,-1,-1,-16,0,-220
1,40,41,220,140,170,-1,-1,-17,0,-220
1,40,41,220,140,170,-1,-1,-18,0,-220
1,40,40,220,140,170,0,0,-18,1,170
1,40,40,220,140,170,0,0,-18,0,0
1,40,41,220,140,170,-1,-1,-19,-1,-390
1,40,41,220,140,170,-1,-1,-20,0,-220
1,40,41,220,140,170,-1,-1,-21,0,-220
1,40,41,220,140,170,-1,-1,-22,0,-220
1,40,41,220,140,170,-1,-1,-23,0,-220
1,40,41,220,140,170,-1,-1,-24,0,-220
1,40,41,220,140,170,-1,-1,-25,0,-220
1,40,41,220,140,170,-1,-1,-26,0,-220
1,40,41,220,140,170,-1,-1,-27,0,-220
1,40,41,220,140,170,-1,-1,-28,0,-220
1,40,41,220,140,170,-1,-1,-29,0,-220
1,40,41,220,140,170,-1,-1,-30,0,-220
1,40,40,220,140,170,0,0,-30,1,170
1,40,40,220,140,170,0,0,-30,0,0
1,40,40,220,140,170,0,0,-30,0,0
1,40,41,220,140,170,-1,-1,-31,-1,-390
1,40,41,220,140,170,-1,-1,-32,0,-220
1,40,41,220,140,170,-1,-1,-33,0,-220
1,40,41,220,140,170,-1,-1,-34,0,-220
1,40,41,220,140,170,-1,-1,-35,0,-220
1,40,41,220,140,170,-1,-1,-36,0,-220
1,40,41,220,140,170,-1,-1,-37,0,-220
1,40,41,220,140,170,-1,-1,-38,0,-220
1,40,41,220,140,170,-1,-1,-39,0,-220
1,40,41,220,140,170,-1,-1,-40,0,-220
1,40,40,220,140,170,0,0,-40,1,170
1,40,40,220,140,170,0,0,-40,0,0
1,40,40,220,140,170,0,0,-40,0,0
1,40,41,220,140,170,-1,-1,-41,-1,-390
