ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,125,25,15,2,0,100,100,10000,100,1500
1,125,25,15,2,0,100,100,20000,0,1500
1,125,26,15,2,0,99,99,29900,-1,1485
1,125,26,15,2,0,99,99,39800,0,1485
1,125,29,15,2,0,96,96,49400,-3,1440
1,125,31,15,2,0,94,94,58800,-2,1410
1,125,33,15,2,0,92,92,68000,-2,1380
1,125,36,15,2,0,89,89,76900,-3,1335
1,125,38,15,2,0,87,87,85600,-2,1305
1,125,42,15,2,0,83,83,93900,-4,1245
1,125,45,15,2,0,80,80,101900,-3,1200
1,125,47,15,2,0,78,78,109700,-2,1170
1,125,50,15,2,0,75,75,117200,-3,1125
1,125,54,15,2,0,71,71,124300,-4,1065
1,125,57,15,2,0,68,68,131100,-3,1020
1,125,60,15,2,0,65,65,137600,-3,975
1,125,63,15,2,0,62,62,143800,-3,930
1,125,66,15,2,0,59,59,149700,-3,885
1,125,70,15,2,0,55,55,155200,-4,825
1,125,73,15,2,0,52,52,160400,-3,780
1,125,75,15,2,0,50,50,165400,-2,750
1,125,78,15,2,0,47,47,170100,-3,705
1,125,82,15,2,0,43,43,174400,-4,645
1,125,85,15,2,0,40,40,178400,-3,600
1,125,88,15,2,0,37,37,182100,-3,555
1,125,90,15,2,0,35,35,185600,-2,525
1,125,93,15,2,0,32,32,188800,-3,480
1,125,97,15,2,0,28,28,191600,-4,420
1,125,99,15,2,0,26,26,194200,-2,390
1,125,102,15,2,0,23,23,196500,-3,345
1,125,104,15,2,0,21,21,198600,-2,315
1,125,108,15,2,0,17,17,200300,-4,255
1,125,110,15,2,0,15,15,201800,-2,225
1,125,112,15,2,0,13,13,203100,-2,195
1,125,114,15,2,0,11,11,204200,-2,165
1,125,117,15,2,0,8,8,205000,-3,120
1,125,120,15,2,0,5,5,205500,-3,75
1,125,122,15,2,0,3,3,205800,-2,45
1,125,124,15,2,0,1,1,205900,-2,15
1,125,126,15,2,0,-1,-1,205800,-2,-15
1,125,130,15,2,0,-5,-5,205300,-4,-75
1,125,131,15,2,0,-6,-6,204700,-1,-90
1,125,133,15,2,0,-8,-8,203900,-2,-120
1,125,133,15,2,0,-8,-8,203100,0,-120
1,125,134,15,2,0,-9,-9,202200,-1,-135
1,125,133,15,2,0,-8,-8,201400,1,-120
1,125,133,15,2,0,-8,-8,200600,0,-120
1,125,133,15,2,0,-8,-8,199800,0,-120
1,125,132,15,2,0,-7,-7,199100,1,-105
1,125,131,15,2,0,-6,-6,198500,1,-90
1,125,131,15,2,0,-6,-6,197900,0,-90
1,125,130,15,2,0,-5,-5,197400,1,-75
1,125,129,15,2,0,-4,-4,197000,1,-60
1,125,128,15,2,0,-3,-3,196700,1,-45
1,125,127,15,2,0,-2,-2,196500,1,-30
1,125,126,15,2,0,-1,-1,196400,1,-15
1,125,125,15,2,0,0,0,196400,1,0
1,125,125,15,2,0,0,0,196400,0,0
1,125,123,15,2,0,2,2,196600,2,30
1,125,123,15,2,0,2,2,196800,0,30
1,125,122,15,2,0,3,3,197100,1,45
1,125,122,15,2,0,3,3,197400,0,45
1,125,122,15,2,0,3,3,197700,0,45
1,125,124,15,2,0,1,1,197800,-2,15
1,125,125,15,2,0,0,0,197800,-1,0
1,125,126,15,2,0,-1,-1,197700,-1,-15
1,125,128,15,2,0,-3,-3,197400,-2,-45
