ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,150,149,180,5,80,1,1,1019,1,463
1,150,150,180,5,80,0,0,1019,-1,123
1,150,151,180,5,80,-1,-1,1018,-1,-57
1,150,152,180,5,80,-2,-2,1016,-1,-237
1,150,152,180,5,80,-2,-2,1014,0,-158
1,150,153,180,5,80,-3,-3,1011,-1,-418
1,150,153,180,5,80,-3,-3,1008,0,-339
1,150,153,180,5,80,-3,-3,1005,0,-339
1,150,152,180,5,80,-2,-2,1003,1,-80
1,150,152,180,5,80,-2,-2,1001,0,-160
1,150,151,180,5,80,-1,-1,1000,1,100
1,150,150,180,5,80,0,0,1000,1,280
1,150,149,180,5,80,1,1,1001,1,460
1,150,149,180,5,80,1,1,1002,0,380
1,150,149,180,5,80,1,1,1003,0,380
