ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,125,23,100,50,0,102,102,10200,102,10200
1,125,23,100,50,0,102,102,20400,0,10200
1,125,23,100,50,0,102,102,30600,0,10200
1,125,24,100,50,0,101,101,40700,-1,10100
1,125,26,100,50,0,99,99,50600,-2,9900
1,125,29,100,50,0,96,96,60200,-3,9600
1,125,31,100,50,0,94,94,69600,-2,9400
1,125,33,100,50,0,92,92,78800,-2,9200
1,125,36,100,50,0,89,89,87700,-3,8900
1,125,38,100,50,0,87,87,96400,-2,8700
1,125,42,100,50,0,83,83,104700,-4,8300
1,125,45,100,50,0,80,80,112700,-3,8000
1,125,48,100,50,0,77,77,120400,-3,7700
1,125,51,100,50,0,74,74,127800,-3,7400
1,125,55,100,50,0,70,70,134800,-4,7000
1,125,58,100,50,0,67,67,141500,-3,6700
1,125,61,100,50,0,64,64,147900,-3,6400
1,125,64,100,50,0,61,61,154000,-3,6100
1,125,66,100,50,0,59,59,159900,-2,5900
1,125,71,100,50,0,54,54,165300,-5,5400
1,125,73,100,50,0,52,52,170500,-2,5200
1,125,76,100,50,0,49,49,175400,-3,4900
1,125,79,100,50,0,46,46,180000,-3,4600
1,125,83,100,50,0,42,42,184200,-4,4200
1,125,86,100,50,0,39,39,188100,-3,3900
1,125,88,100,50,0,37,37,191800,-2,3700
1,125,91,100,50,0,34,34,195200,-3,3400
1,125,93,100,50,0,32,32,198400,-2,3200
1,125,97,100,50,0,28,28,201200,-4,2800
1,125,99,100,50,0,26,26,203800,-2,2600
1,125,102,100,50,0,23,23,206100,-3,2300
1,125,104,100,50,0,21,21,208200,-2,2100
1,125,108,100,50,0,17,17,209900,-4,1700
1,125,110,100,50,0,15,15,211400,-2,1500
1,125,112,100,50,0,13,13,212700,-2,1300
1,125,115,100,50,0,10,10,213700,-3,1000
1,125,117,100,50,0,8,8,214500,-2,800
1,125,120,100,50,0,5,5,215000,-3,500
1,125,122,100,50,0,3,3,215300,-2,300
1,125,124,100,50,0,1,1,215400,-2,100
1,125,127,100,50,0,-2,-2,215200,-3,-200
1,125,130,100,50,0,-5,-5,214700,-3,-500
1,125,131,100,50,0,-6,-6,214100,-1,-600
1,125,133,100,50,0,-8,-8,213300,-2,-800
1,125,133,100,50,0,-8,-8,212500,0,-800
1,125,134,100,50,0,-9,-9,211600,-1,-900
1,125,134,100,50,0,-9,-9,210700,0,-900
1,125,133,100,50,0,-8,-8,209900,1,-800
1,125,133,100,50,0,-8,-8,209100,0,-800
1,125,132,100,50,0,-7,-7,208400,1,-700
1,125,131,100,50,0,-6,-6,207800,1,-600
1,125,131,100,50,0,-6,-6,207200,0,-600
1,125,130,100,50,0,-5,-5,206700,1,-500
1,125,129,100,50,0,-4,-4,206300,1,-400
1,125,129,100,50,0,-4,-4,205900,0,-400
1,125,127,100,50,0,-2,-2,205700,2,-200
1,125,126,100,50,0,-1,-1,205600,1,-100
1,125,126,100,50,0,-1,-1,205500,0,-100
1,125,125,100,50,0,0,0,205500,1,0
1,125,124,100,50,0,1,1,205600,1,100
1,125,123,100,50,0,2,2,205800,1,200
1,125,122,100,50,0,3,3,206100,1,300
1,125,122,100,50,0,3,3,206400,0,300
1,125,122,100,50,0,3,3,206700,0,300
1,125,124,100,50,0,1,1,206800,-2,100
1,125,125,100,50,0,0,0,206800,-1,0
1,125,126,100,50,0,-1,-1,206700,-1,-100
1,125,128,100,50,0,-3,-3,206400,-2,-300
1,125,129,100,50,0,-4,-4,206000,-1,-400
1,125,129,100,50,0,-4,-4,205600,0,-400
1,125,129,100,50,0,-4,-4,205200,0,-400
