ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,150,151,180,5,80,-1,-1,3884,1,676
1,150,151,180,5,80,-1,-1,3883,0,596
1,150,151,180,5,80,-1,-1,3882,0,596
1,150,152,180,5,80,-2,-2,3880,-1,336
1,150,153,180,5,80,-3,-3,3877,-1,155
1,150,154,180,5,80,-4,-4,3873,-1,-26
1,150,155,180,5,80,-5,-5,3868,-1,-207
1,150,156,180,5,80,-6,-6,3862,-1,-388
1,150,157,180,5,80,-7,-7,3855,-1,-569
1,150,157,180,5,80,-7,-7,3848,0,-491
1,150,156,180,5,80,-6,-6,3842,1,-232
1,150,156,180,5,80,-6,-6,3836,0,-313
1,150,155,180,5,80,-5,-5,3831,1,-54
1,150,154,180,5,80,-4,-4,3827,1,125
1,150,153,180,5,80,-3,-3,3824,1,304
1,150,152,180,5,80,-2,-2,3822,1,484
1,150,152,180,5,80,-2,-2,3820,0,404
1,150,152,180,5,80,-2,-2,3818,0,403
1,150,153,180,5,80,-3,-3,3815,-1,143
1,150,153,180,5,80,-3,-3,3812,0,222
1,150,154,180,5,80,-4,-4,3808,-1,-39
1,150,155,180,5,80,-5,-5,3803,-1,-220
1,150,157,180,5,80,-7,-7,3796,-2,-661
1,150,157,180,5,80,-7,-7,3789,0,-503
1,150,157,180,5,80,-7,-7,3782,0,-504
1,150,157,180,5,80,-7,-7,3775,0,-505
1,150,157,180,5,80,-7,-7,3768,0,-507
1,150,155,180,5,80,-5,-5,3763,2,12
1,150,155,180,5,80,-5,-5,3758,0,-149
1,150,154,180,5,80,-4,-4,3754,1,110
1,150,153,180,5,80,-3,-3,3751,1,290
1,150,153,180,5,80,-3,-3,3748,0,209
1,150,153,180,5,80,-3,-3,3745,0,209
1,150,153,180,5,80,-3,-3,3742,0,208
1,150,154,180,5,80,-4,-4,3738,-1,-53
1,150,155,180,5,80,-5,-5,3733,-1,-234
1,150,156,180,5,80,-6,-6,3727,-1,-415
1,150,156,180,5,80,-6,-6,3721,0,-336
1,150,156,180,5,80,-6,-6,3715,0,-337
1,150,156,180,5,80,-6,-6,3709,0,-339
1,150,155,180,5,80,-5,-5,3704,1,-80
