ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,125,25,15,1,0,100,100,10000,100,1500
1,125,25,15,1,0,100,100,20000,0,1500
1,125,25,15,1,0,100,100,30000,0,1500
1,125,26,15,1,0,99,99,39900,-1,1485
1,125,29,15,1,0,96,96,49500,-3,1440
1,125,31,15,1,0,94,94,58900,-2,1410
1,125,33,15,1,0,92,92,68100,-2,1380
1,125,35,15,1,0,90,90,77100,-2,1350
1,125,38,15,1,0,87,87,85800,-3,1305
1,125,42,15,1,0,83,83,94100,-4,1245
1,125,45,15,1,0,80,80,102100,-3,1200
1,125,47,15,1,0,78,78,109900,-2,1170
1,125,50,15,1,0,75,75,117400,-3,1125
1,125,54,15,1,0,71,71,124500,-4,1065
1,125,57,15,1,0,68,68,131300,-3,1020
1,125,60,15,1,0,65,65,137800,-3,975
1,125,63,15,1,0,62,62,144000,-3,930
1,125,66,15,1,0,59,59,149900,-3,885
1,125,70,15,1,0,55,55,155400,-4,825
1,125,73,15,1,0,52,52,160600,-3,780
1,125,76,15,1,0,49,49,165500,-3,735
1,125,78,15,1,0,47,47,170200,-2,705
1,125,82,15,1,0,43,43,174500,-4,645
1,125,85,15,1,0,40,40,178500,-3,600
1,125,88,15,1,0,37,37,182200,-3,555
1,125,90,15,1,0,35,35,185700,-2,525
1,125,93,15,1,0,32,32,188900,-3,480
1,125,97,15,1,0,28,28,191700,-4,420
1,125,99,15,1,0,26,26,194300,-2,390
1,125,101,15,1,0,24,24,196700,-2,360
1,125,104,15,1,0,21,21,198800,-3,315
1,125,108,15,1,0,17,17,200500,-4,255
1,125,110,15,1,0,15,15,202000,-2,225
1,125,112,15,1,0,13,13,203300,-2,195
1,125,114,15,1,0,11,11,204400,-2,165
1,125,117,15,1,0,8,8,205200,-3,120
1,125,120,15,1,0,5,5,205700,-3,75
1,125,122,15,1,0,3,3,206000,-2,45
1,125,124,15,1,0,1,1,206100,-2,15
1,125,126,15,1,0,-1,-1,206000,-2,-15
1,125,130,15,1,0,-5,-5,205500,-4,-75
1,125,131,15,1,0,-6,-6,204900,-1,-90
1,125,133,15,1,0,-8,-8,204100,-2,-120
1,125,133,15,1,0,-8,-8,203300,0,-120
1,125,134,15,1,0,-9,-9,202400,-1,-135
1,125,134,15,1,0,-9,-9,201500,0,-135
1,125,133,15,1,0,-8,-8,200700,1,-120
1,125,133,15,1,0,-8,-8,199900,0,-120
1,125,132,15,1,0,-7,-7,199200,1,-105
1,125,131,15,1,0,-6,-6,198600,1,-90
1,125,131,15,1,0,-6,-6,198000,0,-90
1,125,130,15,1,0,-5,-5,197500,1,-75
1,125,129,15,1,0,-4,-4,197100,1,-60
1,125,128,15,1,0,-3,-3,196800,1,-45
1,125,127,15,1,0,-2,-2,196600,1,-30
1,125,126,15,1,0,-1,-1,196500,1,-15
1,125,126,15,1,0,-1,-1,196400,0,-15
1,125,125,15,1,0,0,0,196400,1,0
1,125,123,15,1,0,2,2,196600,2,30
1,125,123,15,1,0,2,2,196800,0,30
1,125,122,15,1,0,3,3,197100,1,45
1,125,122,15,1,0,3,3,197400,0,45
1,125,122,15,1,0,3,3,197700,0,45
1,125,124,15,1,0,1,1,197800,-2,15
1,125,125,15,1,0,0,0,197800,-1,0
1,125,126,15,1,0,-1,-1,197700,-1,-15
1,125,128,15,1,0,-3,-3,197400,-2,-45
1,125,129,15,1,0,-4,-4,197000,-1,-60
1,125,130,15,1,0,-5,-5,196500,-1,-75
1,125,129,15,1,0,-4,-4,196100,1,-60
1,125,129,15,1,0,-4,-4,195700,0,-60
1,125,129,15,1,0,-4,-4,195300,0,-60
1,125,128,15,1,0,-3,-3,195000,1,-45
1,125,127,15,1,0,-2,-2,194800,1,-30
1,125,127,15,1,0,-2,-2,194600,0,-30
1,125,126,15,1,0,-1,-1,194500,1,-15
1,125,125,15,1,0,0,0,194500,1,0
1,125,124,15,1,0,1,1,194600,1,15
1,125,123,15,1,0,2,2,194800,1,30
1,125,123,15,1,0,2,2,195000,0,30
1,125,122,15,1,0,3,3,195300,1,45
1,125,123,15,1,0,2,2,195500,-1,30
1,125,124,15,1,0,1,1,195600,-1,15
1,125,126,15,1,0,-1,-1,195500,-2,-15
1,125,127,15,1,0,-2,-2,195300,-1,-30
1,125,129,15,1,0,-4,-4,194900,-2,-60
1,125,130,15,1,0,-5,-5,194400,-1,-75
