ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,78,21,50,40,30,57,57,5700,57,4560
1,78,21,50,40,30,57,57,11400,0,2850
1,78,21,50,40,30,57,57,17100,0,2850
1,78,21,50,40,30,57,57,22800,0,2850
1,78,22,50,40,30,56,56,28400,-1,2770
1,78,23,50,40,30,55,55,33900,-1,2720
1,78,25,50,40,30,53,53,39200,-2,2590
1,78,26,50,40,30,52,52,44400,-1,2570
1,78,28,50,40,30,50,50,49400,-2,2440
1,78,30,50,40,30,48,48,54200,-2,2340
1,78,31,50,40,30,47,47,58900,-1,2320
1,78,33,50,40,30,45,45,63400,-2,2190
1,78,34,50,40,30,44,44,67800,-1,2170
1,78,37,50,40,30,41,41,71900,-3,1960
1,78,39,50,40,30,39,39,75800,-2,1890
1,78,40,50,40,30,38,38,79600,-1,1870
1,78,42,50,40,30,36,36,83200,-2,1740
1,78,45,50,40,30,33,33,86500,-3,1560
1,78,47,50,40,30,31,31,89600,-2,1490
1,78,49,50,40,30,29,29,92500,-2,1390
1,78,51,50,40,30,27,27,95200,-2,1290
1,78,53,50,40,30,25,25,97700,-2,1190
1,78,57,50,40,30,21,21,99800,-4,930
1,78,59,50,40,30,19,19,101700,-2,890
1,78,62,50,40,30,16,16,103300,-3,710
1,78,64,50,40,30,14,14,104700,-2,640
1,78,68,50,40,30,10,10,105700,-4,380
1,78,70,50,40,30,8,8,106500,-2,340
1,78,73,50,40,30,5,5,107000,-3,160
1,78,75,50,40,30,3,3,107300,-2,90
1,78,77,50,40,30,1,1,107400,-2,-10
1,78,81,50,40,30,-3,-3,107100,-4,-270
1,78,83,50,40,30,-5,-5,106600,-2,-310
1,78,85,50,40,30,-7,-7,105900,-2,-410
1,78,86,50,40,30,-8,-8,105100,-1,-430
1,78,88,50,40,30,-10,-10,104100,-2,-560
1,78,88,50,40,30,-10,-10,103100,0,-500
1,78,89,50,40,30,-11,-11,102000,-1,-580
1,78,89,50,40,30,-11,-11,100900,0,-550
1,78,89,50,40,30,-11,-11,99800,0,-550
1,78,89,50,40,30,-11,-11,98700,0,-550
1,78,89,50,40,30,-11,-11,97600,0,-550
1,78,89,50,40,30,-11,-11,96500,0,-550
1,78,89,50,40,30,-11,-11,95400,0,-550
1,78,88,50,40,30,-10,-10,94400,1,-470
1,78,88,50,40,30,-10,-10,93400,0,-500
1,78,88,50,40,30,-10,-10,92400,0,-500
1,78,87,50,40,30,-9,-9,91500,1,-420
1,78,87,50,40,30,-9,-9,90600,0,-450
1,78,86,50,40,30,-8,-8,89800,1,-370
1,78,86,50,40,30,-8,-8,89000,0,-400
1,78,85,50,40,30,-7,-7,88300,1,-320
1,78,85,50,40,30,-7,-7,87600,0,-350
1,78,84,50,40,30,-6,-6,87000,1,-270
1,78,84,50,40,30,-6,-6,86400,0,-300
1,78,83,50,40,30,-5,-5,85900,1,-220
1,78,83,50,40,30,-5,-5,85400,0,-250
1,78,82,50,40,30,-4,-4,85000,1,-170
1,78,82,50,40,30,-4,-4,84600,0,-200
1,78,81,50,40,30,-3,-3,84300,1,-120
1,78,81,50,40,30,-3,-3,84000,0,-150
1,78,80,50,40,30,-2,-2,83800,1,-70
1,78,80,50,40,30,-2,-2,83600,0,-100
1,78,79,50,40,30,-1,-1,83500,1,-20
1,78,79,50,40,30,-1,-1,83400,0,-50
1,78,78,50,40,30,0,0,83400,1,30
1,78,78,50,40,30,0,0,83400,0,0
1,78,77,50,40,30,1,1,83500,1,80
1,78,77,50,40,30,1,1,83600,0,50
1,78,77,50,40,30,1,1,83700,0,50
1,78,78,50,40,30,0,0,83700,-1,-30
1,78,79,50,40,30,-1,-1,83600,-1,-80
1,78,80,50,40,30,-2,-2,83400,-1,-130
1,78,80,50,40,30,-2,-2,83200,0,-100
1,78,81,50,40,30,-3,-3,82900,-1,-180
1,78,81,50,40,30,-3,-3,82600,0,-150
1,78,81,50,40,30,-3,-3,82300,0,-150
1,78,81,50,40,30,-3,-3,82000,0,-150
1,78,80,50,40,30,-2,-2,81800,1,-70
1,78,80,50,40,30,-2,-2,81600,0,-100
1,78,80,50,40,30,-2,-2,81400,0,-100
1,78,79,50,40,30,-1,-1,81300,1,-20
1,78,79,50,40,30,-1,-1,81200,0,-50
1,78,78,50,40,30,0,0,81200,1,30
1,78,78,50,40,30,0,0,81200,0,0
1,78,78,50,40,30,0,0,81200,0,0
1,78,78,50,40,30,0,0,81200,0,0
1,78,78,50,40,30,0,0,81200,0,0
1,78,78,50,40,30,0,0,81200,0,0
1,78,77,50,40,30,1,1,81300,1,80
1,78,77,50,40,30,1,1,81400,0,50
1,78,77,50,40,30,1,1,81500,0,50
1,78,77,50,40,30,1,1,81600,0,50
1,78,78,50,40,30,0,0,81600,-1,-30
1,78,79,50,40,30,-1,-1,81500,-1,-80
1,78,80,50,40,30,-2,-2,81300,-1,-130
1,78,81,50,40,30,-3,-3,81000,-1,-180
1,78,81,50,40,30,-3,-3,80700,0,-150
1,78,81,50,40,30,-3,-3,80400,0,-150
1,78,81,50,40,30,-3,-3,80100,0,-150
1,78,81,50,40,30,-3,-3,79800,0,-150
1,78,81,50,40,30,-3,-3,79500,0,-150
1,78,81,50,40,30,-3,-3,79200,0,-150
1,78,80,50,40,30,-2,-2,79000,1,-70
1,78,80,50,40,30,-2,-2,78800,0,-100
1,78,80,50,40,30,-2,-2,78600,0,-100
1,78,79,50,40,30,-1,-1,78500,1,-20
1,78,79,50,40,30,-1,-1,78400,0,-50
1,78,78,50,40,30,0,0,78400,1,30
1,78,78,50,40,30,0,0,78400,0,0
1,78,78,50,40,30,0,0,78400,0,0
1,78,78,50,40,30,0,0,78400,0,0
1,78,77,50,40,30,1,1,78500,1,80
1,78,77,50,40,30,1,1,78600,0,50
1,78,77,50,40,30,1,1,78700,0,50
1,78,78,50,40,30,0,0,78700,-1,-30
1,78,78,50,40,30,0,0,78700,0,0
1,78,80,50,40,30,-2,-2,78500,-2,-160
1,78,80,50,40,30,-2,-2,78300,0,-100
1,78,80,50,40,30,-2,-2,78100,0,-100
1,78,80,50,40,30,-2,-2,77900,0,-100
1,78,80,50,40,30,-2,-2,77700,0,-100
1,78,80,50,40,30,-2,-2,77500,0,-100
1,78,80,50,40,30,-2,-2,77300,0,-100
