ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,125,46,15,2,25,79,79,7900,79,3160
1,125,45,15,2,25,80,80,15900,1,1225
1,125,46,15,2,25,79,79,23800,-1,1160
1,125,47,15,2,25,78,78,31600,-1,1145
1,125,48,15,2,25,77,77,39300,-1,1130
1,125,50,15,2,25,75,75,46800,-2,1075
1,125,53,15,2,25,72,72,54000,-3,1005
1,125,56,15,2,25,69,69,60900,-3,960
1,125,58,15,2,25,67,67,67600,-2,955
1,125,61,15,2,25,64,64,74000,-3,885
1,125,63,15,2,25,62,62,80200,-2,880
1,125,67,15,2,25,58,58,86000,-4,770
1,125,70,15,2,25,55,55,91500,-3,750
1,125,73,15,2,25,52,52,96700,-3,705
1,125,75,15,2,25,50,50,101700,-2,700
1,125,79,15,2,25,46,46,106300,-4,590
1,125,82,15,2,25,43,43,110600,-3,570
1,125,85,15,2,25,40,40,114600,-3,525
1,125,87,15,2,25,38,38,118400,-2,520
1,125,90,15,2,25,35,35,121900,-3,450
1,125,94,15,2,25,31,31,125000,-4,365
1,125,96,15,2,25,29,29,127900,-2,385
1,125,99,15,2,25,26,26,130500,-3,315
1,125,101,15,2,25,24,24,132900,-2,310
1,125,105,15,2,25,20,20,134900,-4,200
1,125,107,15,2,25,18,18,136700,-2,220
1,125,110,15,2,25,15,15,138200,-3,150
1,125,112,15,2,25,13,13,139500,-2,145
1,125,114,15,2,25,11,11,140600,-2,115
1,125,118,15,2,25,7,7,141300,-4,5
1,125,120,15,2,25,5,5,141800,-2,25
1,125,122,15,2,25,3,3,142100,-2,-5
1,125,125,15,2,25,0,0,142100,-3,-75
1,125,127,15,2,25,-2,-2,141900,-2,-80
1,125,129,15,2,25,-4,-4,141500,-2,-110
1,125,129,15,2,25,-4,-4,141100,0,-60
1,125,130,15,2,25,-5,-5,140600,-1,-100
1,125,130,15,2,25,-5,-5,140100,0,-75
1,125,129,15,2,25,-4,-4,139700,1,-35
1,125,129,15,2,25,-4,-4,139300,0,-60
1,125,128,15,2,25,-3,-3,139000,1,-20
1,125,128,15,2,25,-3,-3,138700,0,-45
1,125,127,15,2,25,-2,-2,138500,1,-5
1,125,126,15,2,25,-1,-1,138400,1,10
1,125,125,15,2,25,0,0,138400,1,25
1,125,125,15,2,25,0,0,138400,0,0
1,125,125,15,2,25,0,0,138400,0,0
1,125,126,15,2,25,-1,-1,138300,-1,-40
1,125,126,15,2,25,-1,-1,138200,0,-15
1,125,126,15,2,25,-1,-1,138100,0,-15
1,125,125,15,2,25,0,0,138100,1,25
1,125,125,15,2,25,0,0,138100,0,0
1,125,124,15,2,25,1,1,138200,1,40
1,125,124,15,2,25,1,1,138300,0,15
1,125,124,15,2,25,1,1,138400,0,15
1,125,125,15,2,25,0,0,138400,-1,-25
1,125,126,15,2,25,-1,-1,138300,-1,-40
1,125,127,15,2,25,-2,-2,138100,-1,-55
1,125,128,15,2,25,-3,-3,137800,-1,-70
1,125,128,15,2,25,-3,-3,137500,0,-45
1,125,128,15,2,25,-3,-3,137200,0,-45
1,125,128,15,2,25,-3,-3,136900,0,-45
1,125,127,15,2,25,-2,-2,136700,1,-5
1,125,127,15,2,25,-2,-2,136500,0,-30
1,125,126,15,2,25,-1,-1,136400,1,10
1,125,125,15,2,25,0,0,136400,1,25
1,125,125,15,2,25,0,0,136400,0,0
1,125,125,15,2,25,0,0,136400,0,0
1,125,125,15,2,25,0,0,136400,0,0
1,125,125,15,2,25,0,0,136400,0,0
1,125,125,15,2,25,0,0,136400,0,0
1,125,125,15,2,25,0,0,136400,0,0
1,125,124,15,2,25,1,1,136500,1,40
1,125,124,15,2,25,1,1,136600,0,15
1,125,124,15,2,25,1,1,136700,0,15
1,125,124,15,2,25,1,1,136800,0,15
1,125,124,15,2,25,1,1,136900,0,15
1,125,125,15,2,25,0,0,136900,-1,-25
1,125,127,15,2,25,-2,-2,136700,-2,-80
1,125,129,15,2,25,-4,-4,136300,-2,-110
1,125,129,15,2,25,-4,-4,135900,0,-60
1,125,130,15,2,25,-5,-5,135400,-1,-100
1,125,130,15,2,25,-5,-5,134900,0,-75
1,125,129,15,2,25,-4,-4,134500,1,-35
1,125,129,15,2,25,-4,-4,134100,0,-60
1,125,128,15,2,25,-3,-3,133800,1,-20
1,125,128,15,2,25,-3,-3,133500,0,-45
1,125,127,15,2,25,-2,-2,133300,1,-5
1,125,126,15,2,25,-1,-1,133200,1,10
1,125,125,15,2,25,0,0,133200,1,25
1,125,125,15,2,25,0,0,133200,0,0
1,125,125,15,2,25,0,0,133200,0,0
1,125,125,15,2,25,0,0,133200,0,0
1,125,125,15,2,25,0,0,133200,0,0
1,125,125,15,2,25,0,0,133200,0,0
1,125,125,15,2,25,0,0,133200,0,0
1,125,125,15,2,25,0,0,133200,0,0
1,125,124,15,2,25,1,1,133300,1,40
1,125,123,15,2,25,2,2,133500,1,55
1,125,123,15,2,25,2,2,133700,0,30
1,125,123,15,2,25,2,2,133900,0,30
1,125,123,15,2,25,2,2,134100,0,30
1,125,125,15,2,25,0,0,134100,-2,-50
1,125,126,15,2,25,-1,-1,134000,-1,-40
1,125,127,15,2,25,-2,-2,133800,-1,-55
1,125,128,15,2,25,-3,-3,133500,-1,-70
1,125,129,15,2,25,-4,-4,133100,-1,-85
1,125,129,15,2,25,-4,-4,132700,0,-60
1,125,129,15,2,25,-4,-4,132300,0,-60
1,125,128,15,2,25,-3,-3,132000,1,-20
1,125,128,15,2,25,-3,-3,131700,0,-45
1,125,127,15,2,25,-2,-2,131500,1,-5
1,125,126,15,2,25,-1,-1,131400,1,10
1,125,125,15,2,25,0,0,131400,1,25
1,125,125,15,2,25,0,0,131400,0,0
1,125,125,15,2,25,0,0,131400,0,0
1,125,125,15,2,25,0,0,131400,0,0
1,125,125,15,2,25,0,0,131400,0,0
1,125,125,15,2,25,0,0,131400,0,0
1,125,125,15,2,25,0,0,131400,0,0
1,125,124,15,2,25,1,1,131500,1,40
1,125,124,15,2,25,1,1,131600,0,15
1,125,123,15,2,25,2,2,131800,1,55
1,125,123,15,2,25,2,2,132000,0,30
1,125,124,15,2,25,1,1,132100,-1,-10
1,125,125,15,2,25,0,0,132100,-1,-25
1,125,126,15,2,25,-1,-1,132000,-1,-40
1,125,127,15,2,25,-2,-2,131800,-1,-55
1,125,128,15,2,25,-3,-3,131500,-1,-70
1,125,128,15,2,25,-3,-3,131200,0,-45
1,125,127,15,2,25,-2,-2,131000,1,-5
1,125,127,15,2,25,-2,-2,130800,0,-30
1,125,126,15,2,25,-1,-1,130700,1,10
1,125,125,15,2,25,0,0,130700,1,25
1,125,125,15,2,25,0,0,130700,0,0
1,125,125,15,2,25,0,0,130700,0,0
1,125,125,15,2,25,0,0,130700,0,0
1,125,126,15,2,25,-1,-1,130600,-1,-40
1,125,126,15,2,25,-1,-1,130500,0,-15
1,125,125,15,2,25,0,0,130500,1,25
1,125,125,15,2,25,0,0,130500,0,0
1,125,125,15,2,25,0,0,130500,0,0
1,125,124,15,2,25,1,1,130600,1,40
1,125,124,15,2,25,1,1,130700,0,15
1,125,124,15,2,25,1,1,130800,0,15
1,125,124,15,2,25,1,1,130900,0,15
1,125,125,15,2,25,0,0,130900,-1,-25
1,125,127,15,2,25,-2,-2,130700,-2,-80
1,125,128,15,2,25,-3,-3,130400,-1,-70
1,125,129,15,2,25,-4,-4,130000,-1,-85
1,125,129,15,2,25,-4,-4,129600,0,-60
1,125,129,15,2,25,-4,-4,129200,0,-60
1,125,129,15,2,25,-4,-4,128800,0,-60
1,125,129,15,2,25,-4,-4,128400,0,-60
1,125,128,15,2,25,-3,-3,128100,1,-20
1,125,127,15,2,25,-2,-2,127900,1,-5
1,125,126,15,2,25,-1,-1,127800,1,10
1,125,126,15,2,25,-1,-1,127700,0,-15
1,125,125,15,2,25,0,0,127700,1,25
1,125,125,15,2,25,0,0,127700,0,0
1,125,125,15,2,25,0,0,127700,0,0
1,125,125,15,2,25,0,0,127700,0,0
1,125,125,15,2,25,0,0,127700,0,0
1,125,125,15,2,25,0,0,127700,0,0
1,125,125,15,2,25,0,0,127700,0,0
1,125,124,15,2,25,1,1,127800,1,40
1,125,123,15,2,25,2,2,128000,1,55
1,125,123,15,2,25,2,2,128200,0,30
1,125,123,15,2,25,2,2,128400,0,30
